year,token,z,z_N,N,r
1996,flyktingfrågorna,0,20,21,0.645483870967742
1969,flyktingskap,0,20,21,0.645483870967742
2016,flyktingsmugglingen,0,20,21,0.645483870967742
1985,flyktingström,0,20,21,0.645483870967742
1995,fnflyktingkommissarie,0,20,21,0.645483870967742
2017,förvarsplatser,0,20,21,0.645483870967742
2003,integrationsverkets,0,20,21,0.645483870967742
2013,invandrad,0,20,21,0.645483870967742
1956,invandrade,0,20,21,0.645483870967742
2015,invandrar,0,20,21,0.645483870967742
1992,invandrarfientligheten,0,20,21,0.645483870967742
1992,invandringens,0,20,21,0.645483870967742
2007,medborgarskapet,0,20,21,0.645483870967742
2018,migranters,0,20,21,0.645483870967742
1999,migration,0,20,21,0.645483870967742
2013,migrations,0,20,21,0.645483870967742
2014,nyanländas,0,20,21,0.645483870967742
2015,rasifierade,0,20,21,0.645483870967742
2017,rasismens,0,20,21,0.645483870967742
1994,resedokument,0,20,21,0.645483870967742
1981,rogestam,0,20,21,0.645483870967742
2006,romsk,0,20,21,0.645483870967742
2016,samordningsnummer,0,20,21,0.645483870967742
1988,statslösa,0,20,21,0.645483870967742
2007,svensk_bakgrund,0,20,21,0.645483870967742
2011,svenskundervisning,0,20,21,0.645483870967742
1991,uppehålls,0,20,21,0.645483870967742
1977,utvisningsärenden,0,20,21,0.645483870967742
1970,zigenarfamiljerna,0,20,21,0.645483870967742
1996,återvändandet,0,20,21,0.645483870967742
2003,ögonsjuka,0,20,21,0.645483870967742
1982,svartskallar,0,40,52,0.645322580645161
1981,utvandringen,0,69,97,0.644953271028038
2002,avvisas,0,176,263,0.644725274725275
1992,apatiska,0,29,35,0.644666666666667
1994,apatiska,0,29,35,0.644666666666667
1977,desertörerna,0,29,35,0.644666666666667
1950,gränspolisen,0,29,35,0.644666666666667
1981,inresevisum,0,29,35,0.644666666666667
1978,invand,0,29,35,0.644666666666667
2007,masoud,0,29,35,0.644666666666667
2002,nyamko_sabuni,0,29,35,0.644666666666667
2015,integrations,0,38,49,0.644237288135593
1995,utomnordiska,0,38,49,0.644237288135593
1952,medborgarskap,0,143,212,0.644189189189189
1988,förläggningen,0,85,122,0.644015151515152
1979,diskrimineringen,0,47,63,0.643972602739726
1989,utvandring,0,47,63,0.643972602739726
1994,friggebos,0,56,77,0.643793103448276
2011,anhöriginvandringen,0,18,18,0.643214285714286
2004,arbetskraftsinvandrare,0,18,18,0.643214285714286
2008,arbetskraftsinvandringen,0,18,18,0.643214285714286
1968,arbetstillståndet,0,18,18,0.643214285714286
1993,assyrier,0,18,18,0.643214285714286
1975,assyrierna,0,18,18,0.643214285714286
2018,asylboendet,0,18,18,0.643214285714286
1987,asylkommitten,0,18,18,0.643214285714286
1988,asylkommitten,0,18,18,0.643214285714286
1983,asylland,0,18,18,0.643214285714286
1990,asylpolitiken,0,18,18,0.643214285714286
1991,asylregler,0,18,18,0.643214285714286
1954,asylrätt,0,18,18,0.643214285714286
1992,asylrätt,0,18,18,0.643214285714286
2013,asylrätt,0,18,18,0.643214285714286
1961,asylrätten,0,18,18,0.643214285714286
1997,asylskäl,0,18,18,0.643214285714286
2014,asylsystem,0,18,18,0.643214285714286
2017,asylsystemet,0,18,18,0.643214285714286
2001,asylsökanden,0,18,18,0.643214285714286
2006,asylsökanden,0,18,18,0.643214285714286
2008,asylärenden,0,18,18,0.643214285714286
2010,avvisning,0,18,18,0.643214285714286
2018,avvisning,0,18,18,0.643214285714286
1970,avvisningen,0,18,18,0.643214285714286
1991,avvisningen,0,18,18,0.643214285714286
1995,avvisningshotade,0,18,18,0.643214285714286
1995,awisningarna,0,18,18,0.643214285714286
1985,awisningsbeslut,0,18,18,0.643214285714286
1978,caldaras,0,18,18,0.643214285714286
2015,christina_rogestam,0,18,18,0.643214285714286
2003,diskrimineringsbyrån,0,18,18,0.643214285714286
2018,euminiminivå,0,18,18,0.643214285714286
2008,familjeåterförening,0,18,18,0.643214285714286
1991,flyk,0,18,18,0.643214285714286
2011,flyktingarnas,0,18,18,0.643214285714286
2006,flyktingars,0,18,18,0.643214285714286
2011,flyktingars,0,18,18,0.643214285714286
2016,flyktingboendet,0,18,18,0.643214285714286
2010,flyktingen,0,18,18,0.643214285714286
1989,flyktingens,0,18,18,0.643214285714286
2015,flyktingfamiljer,0,18,18,0.643214285714286
1967,flyktingfrågor,0,18,18,0.643214285714286
1994,flyktingfrågorna,0,18,18,0.643214285714286
1986,flyktingförläggning,0,18,18,0.643214285714286
1986,flyktingförläggningar,0,18,18,0.643214285714286
1945,flyktingförläggningen,0,18,18,0.643214285714286
2014,flyktingförläggningen,0,18,18,0.643214285714286
1988,flyktinginvandringen,0,18,18,0.643214285714286
1989,flyktingkvoten,0,18,18,0.643214285714286
1985,flyktinglagen,0,18,18,0.643214285714286
2018,flyktingmottagning,0,18,18,0.643214285714286
1967,flyktingproblemen,0,18,18,0.643214285714286
1991,flyktingproblemen,0,18,18,0.643214285714286
1992,flyktingproblemen,0,18,18,0.643214285714286
1949,flyktings,0,18,18,0.643214285714286
1990,flyktingskäl,0,18,18,0.643214285714286
2003,flyktingskäl,0,18,18,0.643214285714286
2015,flyktingskäl,0,18,18,0.643214285714286
1993,flyktingsmugglingen,0,18,18,0.643214285714286
2017,flyktingstatus,0,18,18,0.643214285714286
2002,flyktingströmmarna,0,18,18,0.643214285714286
1977,flyktingströmmen,0,18,18,0.643214285714286
1990,flyktingvågen,0,18,18,0.643214285714286
1978,fnflyktingkommissariat,0,18,18,0.643214285714286
1976,fnflyktingkommission,0,18,18,0.643214285714286
1979,fnflyktingkommission,0,18,18,0.643214285714286
1992,främlingsfientlig,0,18,18,0.643214285714286
1959,främlingspass,0,18,18,0.643214285714286
1966,främlingspass,0,18,18,0.643214285714286
1974,främlingspass,0,18,18,0.643214285714286
1976,främlingspass,0,18,18,0.643214285714286
1945,förpassning,0,18,18,0.643214285714286
1950,förpassning,0,18,18,0.643214285714286
1966,förpassning,0,18,18,0.643214285714286
1971,förpassningen,0,18,18,0.643214285714286
1968,förpassningsbeslutet,0,18,18,0.643214285714286
1991,grupphem,0,18,18,0.643214285714286
1989,immigranterna,0,18,18,0.643214285714286
2015,immigranterna,0,18,18,0.643214285714286
1961,immigration,0,18,18,0.643214285714286
2003,integrationspolitiska,0,18,18,0.643214285714286
2001,integrationsprogram,0,18,18,0.643214285714286
2000,introduktionsersättning,0,18,18,0.643214285714286
1952,invandrade,0,18,18,0.643214285714286
2003,invandrar,0,18,18,0.643214285714286
2011,invandrar,0,18,18,0.643214285714286
1976,invandrarbyrån,0,18,18,0.643214285714286
2009,invandraren,0,18,18,0.643214285714286
2014,invandraren,0,18,18,0.643214285714286
1978,invandrares,0,18,18,0.643214285714286
2014,invandrares,0,18,18,0.643214285714286
2013,invandrarfientliga,0,18,18,0.643214285714286
1994,invandrarfientlighet,0,18,18,0.643214285714286
1992,invandrarforskning,0,18,18,0.643214285714286
1978,invandrarfrågan,0,18,18,0.643214285714286
1993,invandrarfrågan,0,18,18,0.643214285714286
1999,invandrarfrågor,0,18,18,0.643214285714286
2000,invandrarfrågor,0,18,18,0.643214285714286
2016,invandrargrupper,0,18,18,0.643214285714286
1984,invandrarland,0,18,18,0.643214285714286
1950,invandrarna,0,18,18,0.643214285714286
1965,invandrarnas,0,18,18,0.643214285714286
2009,invandrarnas,0,18,18,0.643214285714286
2010,invandrarnas,0,18,18,0.643214285714286
2005,invandrarpolitik,0,18,18,0.643214285714286
2006,invandrarpolitik,0,18,18,0.643214285714286
2005,invandrarpolitiken,0,18,18,0.643214285714286
1980,invandrartidningen,0,18,18,0.643214285714286
1972,invandrarutredningen,0,18,18,0.643214285714286
1966,invandrat,0,18,18,0.643214285714286
1978,invandrat,0,18,18,0.643214285714286
1982,invandrat,0,18,18,0.643214285714286
2009,invandringens,0,18,18,0.643214285714286
1984,invandrings,0,18,18,0.643214285714286
2003,invandringspolitik,0,18,18,0.643214285714286
1989,invandringspolitiken,0,18,18,0.643214285714286
1990,invandringspolitiken,0,18,18,0.643214285714286
2004,kamalis,0,18,18,0.643214285714286
1989,kvotflyktingar,0,18,18,0.643214285714286
2007,kvotflyktingar,0,18,18,0.643214285714286
1946,massinvandring,0,18,18,0.643214285714286
1967,medborgarskapslagen,0,18,18,0.643214285714286
1996,migranter,0,18,18,0.643214285714286
2006,migranterna,0,18,18,0.643214285714286
2010,migranterna,0,18,18,0.643214285714286
2019,migrationsöverdomstolen,0,18,18,0.643214285714286
2014,mikael_ribbenvik,0,18,18,0.643214285714286
2008,mohtadi,0,18,18,0.643214285714286
1986,människosmugglare,0,18,18,0.643214285714286
2008,människosmugglarna,0,18,18,0.643214285714286
2016,noyan,0,18,18,0.643214285714286
2012,rasisterna,0,18,18,0.643214285714286
1967,redemo,0,18,18,0.643214285714286
2018,romsk,0,18,18,0.643214285714286
2015,romskt,0,18,18,0.643214285714286
1998,shakeri,0,18,18,0.643214285714286
2009,skyddsbehov,0,18,18,0.643214285714286
2000,statens_invandrarverk,0,18,18,0.643214285714286
1961,statslösa,0,18,18,0.643214285714286
2009,statslösa,0,18,18,0.643214285714286
2013,statslösa,0,18,18,0.643214285714286
1977,svartskallarna,0,18,18,0.643214285714286
1996,svartskallarna,0,18,18,0.643214285714286
1999,svensk_bakgrund,0,18,18,0.643214285714286
2008,svensk_bakgrund,0,18,18,0.643214285714286
2004,svenskundervisning,0,18,18,0.643214285714286
2013,synnerligen_ömmande_omständigheter,0,18,18,0.643214285714286
2012,syrianer,0,18,18,0.643214285714286
1978,taikons,0,18,18,0.643214285714286
1965,turistvisum,0,18,18,0.643214285714286
1969,turistvisum,0,18,18,0.643214285714286
1993,turistvisum,0,18,18,0.643214285714286
2000,uppehållstillstånden,0,18,18,0.643214285714286
2000,uppehållstillståndet,0,18,18,0.643214285714286
2009,ursprungsländer,0,18,18,0.643214285714286
1992,utländsk_bakgrund,0,18,18,0.643214285714286
1947,utlänningskommission,0,18,18,0.643214285714286
1950,utlänningskommission,0,18,18,0.643214285714286
1997,utlänningslag,0,18,18,0.643214285714286
2002,utlänningslagens,0,18,18,0.643214285714286
2003,utlänningslagens,0,18,18,0.643214285714286
1947,utlänningspolisen,0,18,18,0.643214285714286
1964,utlänningspolisen,0,18,18,0.643214285714286
1965,utlänningspolisen,0,18,18,0.643214285714286
1965,utlänningspolitiken,0,18,18,0.643214285714286
1977,utlänningsärenden,0,18,18,0.643214285714286
1973,utvisningsbeslut,0,18,18,0.643214285714286
1975,utvisningsbeslut,0,18,18,0.643214285714286
1975,utvisningsbeslutet,0,18,18,0.643214285714286
1983,utvisningsbeslutet,0,18,18,0.643214285714286
1997,utvisningsbeslutet,0,18,18,0.643214285714286
1987,visumet,0,18,18,0.643214285714286
1957,zigenarbarn,0,18,18,0.643214285714286
1963,zigenarfamiljer,0,18,18,0.643214285714286
1953,zigenarnas,0,18,18,0.643214285714286
1982,zigenarnas,0,18,18,0.643214285714286
1994,återvändandet,0,18,18,0.643214285714286
1982,apatiska,0,27,32,0.643095238095238
1979,björn_weibo,0,27,32,0.643095238095238
1996,fnflyktingorgan,0,27,32,0.643095238095238
1968,apatiska,0,36,46,0.643035714285714
2013,frontex,0,36,46,0.643035714285714
2003,folkgrupp,0,45,60,0.643
1987,inresevisum,0,45,60,0.643
2009,dan_eliasson,0,63,88,0.642959183673469
2016,utvisning,0,160,239,0.642610441767068
2000,massflykt,0,79,113,0.642357723577236
1993,genevekonventionen,0,70,99,0.642293577981651
1984,gästarbetare,0,61,85,0.64221052631579
2015,kurdi,0,129,191,0.6418407960199
1990,assyriska,0,34,43,0.641698113207547
1957,flyktingproblemet,0,34,43,0.641698113207547
2016,rättssäker,0,34,43,0.641698113207547
1987,apatiska,0,25,29,0.641282051282051
1984,flyktingström,0,25,29,0.641282051282051
1995,fnflyktingorgan,0,25,29,0.641282051282051
1980,invandrat,0,25,29,0.641282051282051
2002,juan_fonseca,0,25,29,0.641282051282051
1989,karin_andersson,0,25,29,0.641282051282051
2016,rasifierade,0,25,29,0.641282051282051
2012,förföljelse,0,100,146,0.641089743589744
1998,förpassas,0,41,54,0.64078125
1981,gästarbetare,0,57,79,0.640561797752809
2018,förvar,0,187,282,0.640445205479452
2001,båtflyktingar,0,32,40,0.6402
1949,flyktingbarn,0,32,40,0.6402
1996,karin_andersson,0,32,40,0.6402
2018,migrationsområdet,0,32,40,0.6402
1959,inresetillstånd,0,48,65,0.640133333333333
1977,gästarbetare,0,64,90,0.6401
1960,fristad,0,112,165,0.640057142857143
2014,assyriska,0,55,76,0.639651162790698
2012,integration,0,197,298,0.639642857142857
1970,apatiska,0,39,51,0.639508196721311
1980,båtflyktingarna,0,39,51,0.639508196721311
2000,folkgrupp,0,39,51,0.639508196721311
1987,nekats,0,39,51,0.639508196721311
1988,etnisk,0,62,87,0.639278350515464
1996,apatiska,0,23,26,0.639166666666667
2017,asylinvandring,0,23,26,0.639166666666667
2017,dreamers,0,23,26,0.639166666666667
2015,flyktingpojken,0,23,26,0.639166666666667
1950,flyktingsläger,0,23,26,0.639166666666667
1990,flyktingvåg,0,23,26,0.639166666666667
2016,förläggningar,0,23,26,0.639166666666667
1956,genomgångsläger,0,23,26,0.639166666666667
1987,hocke,0,23,26,0.639166666666667
1998,invandrad,0,23,26,0.639166666666667
1957,invandrade,0,23,26,0.639166666666667
2017,signalpolitik,0,23,26,0.639166666666667
1999,utvandring,0,23,26,0.639166666666667
2009,avvisas,0,69,98,0.638981481481482
1995,barrantes,0,53,73,0.638674698795181
1985,förläggningar,0,53,73,0.638674698795181
1998,integration,0,242,369,0.638548812664908
1994,farr,0,30,37,0.638510638297872
1982,maj_lis_lööw,0,30,37,0.638510638297872
1958,integration,0,187,283,0.638259385665529
1976,gästarbetare,0,97,142,0.638223684210526
1952,fristad,0,67,95,0.638190476190476
1981,hudfärg,0,67,95,0.638190476190476
2014,fristad,0,111,164,0.637988505747127
1985,inresevisum,0,44,59,0.637826086956522
2016,systemkollaps,0,44,59,0.637826086956522
1962,utvisningen,0,44,59,0.637826086956522
1945,flyktingslägren,0,51,70,0.637625
1992,birgit_friggebo,0,731,1137,0.637323452484743
2019,integrationen,0,72,103,0.637256637168142
2014,flyktingmottagningen,0,21,23,0.636666666666667
1945,flyktings,0,21,23,0.636666666666667
1951,flyktingströmmen,0,21,23,0.636666666666667
1981,fnflyktingkommissarie,0,21,23,0.636666666666667
1971,främlingspass,0,21,23,0.636666666666667
2006,gellert,0,21,23,0.636666666666667
1976,invandrad,0,21,23,0.636666666666667
2001,juan_fonseca,0,21,23,0.636666666666667
1982,rasisterna,0,21,23,0.636666666666667
2005,saied,0,21,23,0.636666666666667
1990,struwe,0,21,23,0.636666666666667
1990,tingar,0,21,23,0.636666666666667
1950,zigenarhövdingen,0,21,23,0.636666666666667
1985,återsändas,0,21,23,0.636666666666667
1973,immigrant,0,28,34,0.636590909090909
1985,invandrad,0,28,34,0.636590909090909
2014,invandrad,0,28,34,0.636590909090909
2016,utvisningarna,0,28,34,0.636590909090909
2019,etnisk,0,35,45,0.636545454545455
1961,folkgrupp,0,35,45,0.636545454545455
1986,utvandring,0,35,45,0.636545454545455
1973,folkgrupp,0,42,56,0.636515151515152
2011,integration,0,152,229,0.63602510460251
1987,georg_andersson,0,489,759,0.635903771131339
1991,avvisas,0,162,245,0.635333333333333
1990,invandrad,0,33,42,0.634807692307692
1978,rasistisk,0,33,42,0.634807692307692
1972,apatiska,0,26,31,0.634390243902439
2016,boendeplatser,0,26,31,0.634390243902439
1980,gränspolisen,0,26,31,0.634390243902439
2017,kvotsystem,0,26,31,0.634390243902439
2005,rättssäker,0,26,31,0.634390243902439
1965,utvandring,0,26,31,0.634390243902439
1999,lööw,0,52,72,0.634268292682927
2016,boenden,0,326,504,0.634260700389105
1998,invandrartäta,0,71,102,0.634017857142857
1992,gästarbetare,0,45,61,0.633943661971831
1990,turkbulgarerna,0,64,91,0.633762376237624
2013,arash,0,19,20,0.633666666666667
2012,arbetskraftsinvandrare,0,19,20,0.633666666666667
1966,arbetstillståndet,0,19,20,0.633666666666667
2018,asylsökanden,0,19,20,0.633666666666667
2007,asylärenden,0,19,20,0.633666666666667
1978,björn_weibo,0,19,20,0.633666666666667
1958,flyk,0,19,20,0.633666666666667
2018,flyktingförläggning,0,19,20,0.633666666666667
1950,flyktingorganisationen,0,19,20,0.633666666666667
1949,flyktingspolitiken,0,19,20,0.633666666666667
1946,flyktingströmmen,0,19,20,0.633666666666667
1964,flyktingströmmen,0,19,20,0.633666666666667
2005,fnflyktingorgan,0,19,20,0.633666666666667
1990,främlingshatet,0,19,20,0.633666666666667
2002,främlingsrädsla,0,19,20,0.633666666666667
1992,förläggningschefen,0,19,20,0.633666666666667
2004,immigration,0,19,20,0.633666666666667
2005,invand,0,19,20,0.633666666666667
1980,invandrargrupp,0,19,20,0.633666666666667
1978,invandrarproblem,0,19,20,0.633666666666667
1979,invandrarproblem,0,19,20,0.633666666666667
1975,invandrat,0,19,20,0.633666666666667
1987,invandrat,0,19,20,0.633666666666667
2014,majoritetsbefolkningen,0,19,20,0.633666666666667
2001,marcela,0,19,20,0.633666666666667
1972,medborgarskapet,0,19,20,0.633666666666667
1954,nyanlända,0,19,20,0.633666666666667
1967,resedokument,0,19,20,0.633666666666667
2016,romers,0,19,20,0.633666666666667
2014,romskt,0,19,20,0.633666666666667
2000,svartskallar,0,19,20,0.633666666666667
2017,uppehållstillståndet,0,19,20,0.633666666666667
1949,utlännings,0,19,20,0.633666666666667
1971,utlänningspolisen,0,19,20,0.633666666666667
1994,visering,0,19,20,0.633666666666667
2017,diskrimineringen,0,31,39,0.632857142857143
1990,gränspolisen,0,31,39,0.632857142857143
1975,nyanlända,0,31,39,0.632857142857143
1987,rasismens,0,31,39,0.632857142857143
1961,visering,0,31,39,0.632857142857143
1971,flyktingproblemet,0,43,58,0.6325
1955,inresetillstånd,0,43,58,0.6325
2016,id_handlingar,0,122,183,0.632176165803109
1981,apatiska,0,24,28,0.631842105263158
1976,desertörerna,0,24,28,0.631842105263158
1989,flyktingproblemet,0,24,28,0.631842105263158
1975,invandrarbyrån,0,24,28,0.631842105263158
1976,utvandring,0,36,47,0.631754385964912
1991,folkgrupp,0,48,66,0.63171052631579
1951,fristad,0,113,169,0.631340782122905
1986,inresevisum,0,41,55,0.630923076923077
1996,utvisade,0,82,120,0.630846153846154
2014,frontex,0,29,36,0.630652173913044
1982,inresetillstånd,0,29,36,0.630652173913044
1967,inresevisum,0,29,36,0.630652173913044
1983,maj_lis_lööw,0,29,36,0.630652173913044
1977,adc,0,17,17,0.63
1994,antirasist,0,17,17,0.63
1996,antirasist,0,17,17,0.63
2008,arash,0,17,17,0.63
1991,arbetskraftsinvandring,0,17,17,0.63
1966,arbetstillstånden,0,17,17,0.63
2002,assyrier,0,17,17,0.63
2014,asylboendet,0,17,17,0.63
1991,asylkommitteernas,0,17,17,0.63
1992,asylkommitteernas,0,17,17,0.63
1995,asylland,0,17,17,0.63
1955,asylrätt,0,17,17,0.63
1993,asylrätt,0,17,17,0.63
2017,asylrätt,0,17,17,0.63
1951,asylrätten,0,17,17,0.63
1969,asylrätten,0,17,17,0.63
2002,asylsystemet,0,17,17,0.63
1992,asylärendena,0,17,17,0.63
2011,avvisningar,0,17,17,0.63
2013,avvisningar,0,17,17,0.63
1992,avvisningarna,0,17,17,0.63
2005,awisningsbeslutet,0,17,17,0.63
1980,bflyktingar,0,17,17,0.63
1972,caldaras,0,17,17,0.63
2008,ensamkommande_flyktingbarn,0,17,17,0.63
1993,factoflyktingar,0,17,17,0.63
1996,factoflyktingar,0,17,17,0.63
1961,flyk,0,17,17,0.63
1996,flyk,0,17,17,0.63
2014,flyk,0,17,17,0.63
2017,flyk,0,17,17,0.63
1961,flyktingars,0,17,17,0.63
1996,flyktingbegreppet,0,17,17,0.63
1988,flyktingens,0,17,17,0.63
2000,flyktingfamiljer,0,17,17,0.63
2005,flyktingfamiljerna,0,17,17,0.63
1981,flyktingfrågor,0,17,17,0.63
2009,flyktingförläggning,0,17,17,0.63
2010,flyktingförläggning,0,17,17,0.63
2004,flyktingförläggningar,0,17,17,0.63
2009,flyktingförläggningar,0,17,17,0.63
2005,flyktingförläggningen,0,17,17,0.63
2018,flyktingkonventionen,0,17,17,0.63
1989,flyktingkrisen,0,17,17,0.63
2003,flyktingmottagandet,0,17,17,0.63
2005,flyktingmottagandet,0,17,17,0.63
1997,flyktingmottagning,0,17,17,0.63
2009,flyktingmottagning,0,17,17,0.63
2003,flyktingmottagningen,0,17,17,0.63
2004,flyktingmottagningen,0,17,17,0.63
1978,flyktingpolitik,0,17,17,0.63
1976,flyktingrådet,0,17,17,0.63
1994,flyktingrådet,0,17,17,0.63
1986,flyktingsituationen,0,17,17,0.63
1990,flyktingsituationen,0,17,17,0.63
1993,flyktingsituationen,0,17,17,0.63
1949,flyktingslägret,0,17,17,0.63
2014,flyktingstatus,0,17,17,0.63
1980,flyktingärenden,0,17,17,0.63
1960,fnflyktingkommissarie,0,17,17,0.63
2003,fnflyktingkommissarie,0,17,17,0.63
1995,fonsecas,0,17,17,0.63
1988,främlingshatet,0,17,17,0.63
1958,främlingspass,0,17,17,0.63
1989,grupphemmet,0,17,17,0.63
2015,idomeni,0,17,17,0.63
1974,immigranterna,0,17,17,0.63
1986,immigranterna,0,17,17,0.63
1988,immigranterna,0,17,17,0.63
1952,immigration,0,17,17,0.63
1952,immigrationslagen,0,17,17,0.63
1969,inresan,0,17,17,0.63
1980,inresan,0,17,17,0.63
2019,integrationsministern,0,17,17,0.63
1996,integrationspolitik,0,17,17,0.63
2001,integrationspolitiska,0,17,17,0.63
2005,integrationspolitiska,0,17,17,0.63
2012,invand,0,17,17,0.63
1968,invandra,0,17,17,0.63
1972,invandra,0,17,17,0.63
1971,invandrar,0,17,17,0.63
2014,invandrar,0,17,17,0.63
2000,invandrarfientlighet,0,17,17,0.63
1988,invandrarfrågan,0,17,17,0.63
1991,invandrarhatet,0,17,17,0.63
1997,invandrarministern,0,17,17,0.63
2018,invandrarnas,0,17,17,0.63
1979,invandrarorganisationer,0,17,17,0.63
1980,invandrarorganisationer,0,17,17,0.63
1982,invandrarorganisationer,0,17,17,0.63
1980,invandrarorganisationerna,0,17,17,0.63
1981,invandrarorganisationerna,0,17,17,0.63
1975,invandrarpolitiken,0,17,17,0.63
2001,invandrarpolitiken,0,17,17,0.63
1992,invandrarpolitiska,0,17,17,0.63
1994,invandrings,0,17,17,0.63
2010,invandrings,0,17,17,0.63
1979,invandringspolitik,0,17,17,0.63
1988,invandringspolitik,0,17,17,0.63
1971,invandringspolitiken,0,17,17,0.63
1983,invandringspolitiken,0,17,17,0.63
2005,karin_andersson,0,17,17,0.63
1989,kommunplatser,0,17,17,0.63
2017,krigsflyktingar,0,17,17,0.63
2012,massinvandring,0,17,17,0.63
2015,migrationens,0,17,17,0.63
2017,migrationens,0,17,17,0.63
2014,migrationspolitisk,0,17,17,0.63
2013,mikael_ribbenvik,0,17,17,0.63
1984,människosmugglare,0,17,17,0.63
1988,människosmugglare,0,17,17,0.63
1994,människosmugglare,0,17,17,0.63
2004,människosmugglare,0,17,17,0.63
2011,människosmugglare,0,17,17,0.63
2006,noyan,0,17,17,0.63
2013,nyamko,0,17,17,0.63
2018,rasisterna,0,17,17,0.63
1977,rogestam,0,17,17,0.63
2001,romsk,0,17,17,0.63
1991,sabuni,0,17,17,0.63
2012,skyddsbehov,0,17,17,0.63
1999,skyddsbehövande,0,17,17,0.63
2017,språkkrav,0,17,17,0.63
1998,statens_invandrarverk,0,17,17,0.63
1987,statslösa,0,17,17,0.63
2008,statslösa,0,17,17,0.63
2012,statslösa,0,17,17,0.63
1995,svartskallarna,0,17,17,0.63
2015,svensk_bakgrund,0,17,17,0.63
1999,syrianer,0,17,17,0.63
2003,syrianer,0,17,17,0.63
2011,syrianer,0,17,17,0.63
1992,turistvisum,0,17,17,0.63
2005,turistvisum,0,17,17,0.63
2014,turistvisum,0,17,17,0.63
2005,uppehållstillståndet,0,17,17,0.63
1963,utlänningskommissionens,0,17,17,0.63
2015,utlänningskontroller,0,17,17,0.63
1974,utlänningslagen,0,17,17,0.63
1996,utlänningslagens,0,17,17,0.63
2007,utlänningsnämnden,0,17,17,0.63
1957,utlänningspolisen,0,17,17,0.63
1984,utlänningspolisen,0,17,17,0.63
1967,utlänningspolitiken,0,17,17,0.63
1998,utvisningsbeslut,0,17,17,0.63
1970,utvisningsbeslutet,0,17,17,0.63
2011,utvisningshotade,0,17,17,0.63
2015,vidarebosättning,0,17,17,0.63
1982,visumtvång,0,17,17,0.63
2002,visumtvång,0,17,17,0.63
2007,zigenare,0,17,17,0.63
1953,zigenaren,0,17,17,0.63
1970,zigenaren,0,17,17,0.63
1972,zigenarfamiljer,0,17,17,0.63
1971,zigenarfrågor,0,17,17,0.63
2004,zigenarna,0,17,17,0.63
1990,zigenarnas,0,17,17,0.63
1978,zigensk,0,17,17,0.63
2001,återvändandet,0,17,17,0.63
1993,birgit_friggebo,0,429,671,0.629970631424376
2017,rättssäker,0,34,44,0.629814814814815
1981,sjöstugan,0,34,44,0.629814814814815
1965,uppehålls,0,34,44,0.629814814814815
1993,människosmuggling,0,51,71,0.629753086419753
2010,fristad,0,85,125,0.629703703703704
1972,utvandringen,0,85,125,0.629703703703704
1996,fristad,0,107,160,0.629470588235294
1996,flyktingfamilj,0,22,25,0.628857142857143
1956,förpassas,0,22,25,0.628857142857143
2002,immigration,0,22,25,0.628857142857143
1997,integrationsprogram,0,22,25,0.628857142857143
2003,invandrad,0,22,25,0.628857142857143
1998,svenskundervisning,0,22,25,0.628857142857143
2018,utlänningskontroller,0,22,25,0.628857142857143
1988,visumfrågan,0,22,25,0.628857142857143
1969,zigenarbarn,0,22,25,0.628857142857143
2018,nyanländ,0,44,60,0.628714285714286
2001,förläggningen,0,71,103,0.628407079646018
2006,integrationen,0,147,224,0.628247863247863
1988,carlslund,0,27,33,0.628139534883721
1984,förläggningarna,0,27,33,0.628139534883721
2010,förpassas,0,27,33,0.628139534883721
1977,invand,0,27,33,0.628139534883721
1997,medborgarskapet,0,27,33,0.628139534883721
1963,zigenarfamilj,0,27,33,0.628139534883721
1976,fristad,0,108,162,0.62796511627907
1970,förföljelse,0,140,213,0.627847533632287
2004,avvisas,0,145,221,0.627748917748918
1986,antirasistiska,0,32,41,0.627647058823529
1981,rasistisk,0,32,41,0.627647058823529
1978,fristad,0,96,143,0.627516339869281
2012,folkgrupp,0,37,49,0.62728813559322
1993,medborgarskapet,0,37,49,0.62728813559322
1995,diskriminerade,0,42,57,0.627014925373134
2015,folkgrupp,0,47,65,0.6268
2006,lööw,0,47,65,0.6268
2016,nyanländ,0,47,65,0.6268
2004,diskriminerade,0,72,105,0.626173913043478
2007,hudfärg,0,72,105,0.626173913043478
1964,fristad,0,82,121,0.626030534351145
1979,förföljelse,0,169,260,0.625962962962963
1983,apatiska,0,20,22,0.6253125
2018,asylinvandringen,0,20,22,0.6253125
1977,björn_weibo,0,20,22,0.6253125
2017,båtflyktingar,0,20,22,0.6253125
1956,diskrimineringen,0,20,22,0.6253125
2015,flyktingvänliga,0,20,22,0.6253125
2007,fnflyktingkommissariat,0,20,22,0.6253125
1977,fnflyktingkommission,0,20,22,0.6253125
1956,icem,0,20,22,0.6253125
1960,immigration,0,20,22,0.6253125
2014,immigration,0,20,22,0.6253125
1992,invand,0,20,22,0.6253125
1960,invandrade,0,20,22,0.6253125
1992,migration,0,20,22,0.6253125
1998,migration,0,20,22,0.6253125
2008,migrations,0,20,22,0.6253125
2009,nyamko,0,20,22,0.6253125
1995,rasismens,0,20,22,0.6253125
1988,tingar,0,20,22,0.6253125
2015,boenden,0,322,505,0.62526213592233
