year,token,z,z_N,N,r
1995,fnflyktingkonvention,0,20,20,0.667
2005,fnflyktingkonvention,0,20,20,0.667
1990,främlingshatet,0,20,20,0.667
1972,främlingspass,0,20,20,0.667
2002,främlingsrädsla,0,20,20,0.667
1974,förpassning,0,20,20,0.667
1968,förpassningen,0,20,20,0.667
1968,förpassningsbeslut,0,20,20,0.667
1967,förpassningsbeslutet,0,20,20,0.667
2014,försörjningskrav,0,20,20,0.667
1991,förvaret,0,20,20,0.667
2006,immigranterna,0,20,20,0.667
2010,inresa,0,20,20,0.667
2001,integrationsministern,0,20,20,0.667
2002,integrationspolitikens,0,20,20,0.667
2018,integrationspolitiska,0,20,20,0.667
1984,invandra,0,20,20,0.667
2013,invandrar,0,20,20,0.667
1971,invandrarens,0,20,20,0.667
1974,invandrares,0,20,20,0.667
1993,invandrares,0,20,20,0.667
2013,invandrares,0,20,20,0.667
1972,invandrarfrågor,0,20,20,0.667
1975,invandrargrupper,0,20,20,0.667
2015,invandrargrupper,0,20,20,0.667
1984,invandrargrupperna,0,20,20,0.667
1977,invandrarministern,0,20,20,0.667
2014,invandrarnas,0,20,20,0.667
1974,invandrarorganisationer,0,20,20,0.667
1981,invandrarorganisationer,0,20,20,0.667
1977,invandrarpolitiken,0,20,20,0.667
1978,invandrarproblem,0,20,20,0.667
1979,invandrarproblem,0,20,20,0.667
1971,invandrarutredningen,0,20,20,0.667
1987,invandrarverk,0,20,20,0.667
1987,invandrat,0,20,20,0.667
1946,invandringspolitik,0,20,20,0.667
1970,invandringspolitik,0,20,20,0.667
2001,marcela,0,20,20,0.667
1999,medborgarskapslag,0,20,20,0.667
1994,medborgarskapslagen,0,20,20,0.667
2010,migrationen,0,20,20,0.667
2003,migrationsfrågor,0,20,20,0.667
1996,migrationspolitik,0,20,20,0.667
2004,nadinas,0,20,20,0.667
2008,nyamko,0,20,20,0.667
1973,rasist,0,20,20,0.667
1967,resedokument,0,20,20,0.667
2004,romernas,0,20,20,0.667
2016,romers,0,20,20,0.667
2014,romskt,0,20,20,0.667
1997,sincaris,0,20,20,0.667
2010,skyddsskäl,0,20,20,0.667
1971,statens_invandrarverk,0,20,20,0.667
1984,statens_invandrarverk,0,20,20,0.667
1996,statslösa,0,20,20,0.667
2013,taikon,0,20,20,0.667
1964,turistvisum,0,20,20,0.667
1966,turistvisum,0,20,20,0.667
2017,uppehållstillstånden,0,20,20,0.667
1994,uppehållstillståndet,0,20,20,0.667
1995,uppehållstillståndet,0,20,20,0.667
1997,uppehållstillståndet,0,20,20,0.667
2014,uppehållstillståndet,0,20,20,0.667
2017,uppehållstillståndet,0,20,20,0.667
2018,ursprungsländer,0,20,20,0.667
1964,utlänningskommission,0,20,20,0.667
1965,utlänningskommissionens,0,20,20,0.667
2016,utlänningskontroller,0,20,20,0.667
1965,utlänningslagen,0,20,20,0.667
2019,utlänningslagen,0,20,20,0.667
1989,utlänningslagens,0,20,20,0.667
1994,utlänningslagens,0,20,20,0.667
1971,utlänningspolisen,0,20,20,0.667
1972,utvisningsbeslutet,0,20,20,0.667
1973,utvisningsbeslutet,0,20,20,0.667
2012,utvisningsbeslutet,0,20,20,0.667
2000,utvisningshotade,0,20,20,0.667
1999,visumtvånget,0,20,20,0.667
1975,zoya,0,20,20,0.667
2016,antiziganism,0,22,23,0.666969696969697
1982,assyrisk,0,22,23,0.666969696969697
2011,asylsystem,0,22,23,0.666969696969697
1966,avvisningen,0,22,23,0.666969696969697
1987,flyktingdebatten,0,22,23,0.666969696969697
1997,flyktingminister,0,22,23,0.666969696969697
1974,flyktingströmmen,0,22,23,0.666969696969697
2015,fnflyktingkommissarie,0,22,23,0.666969696969697
1969,immigration,0,22,23,0.666969696969697
1981,invandrarfientliga,0,22,23,0.666969696969697
1986,invandrarfientlighet,0,22,23,0.666969696969697
2013,massinvandring,0,22,23,0.666969696969697
1984,resedokument,0,22,23,0.666969696969697
1991,riksråd,0,22,23,0.666969696969697
1990,struwe,0,22,23,0.666969696969697
2001,turistvisum,0,22,23,0.666969696969697
2017,turistvisum,0,22,23,0.666969696969697
1978,turkassyrier,0,22,23,0.666969696969697
1983,uppehålls,0,22,23,0.666969696969697
1985,vistagården,0,22,23,0.666969696969697
1959,zigenaren,0,22,23,0.666969696969697
1950,zigenarhövdingen,0,22,23,0.666969696969697
2017,asylinvandring,0,24,26,0.666944444444444
2007,invandrat,0,24,26,0.666944444444444
2018,skuggsamhälle,0,24,26,0.666944444444444
2000,svenskundervisning,0,24,26,0.666944444444444
1974,uppehålls,0,24,26,0.666944444444444
2015,utvandring,0,24,26,0.666944444444444
1966,zigenarfamilj,0,24,26,0.666944444444444
1973,amsbyn,0,26,29,0.666923076923077
2014,asylinvandring,0,26,29,0.666923076923077
1986,båtflyktingar,0,26,29,0.666923076923077
2006,flyktingarnas,0,26,29,0.666923076923077
2006,förpassas,0,26,29,0.666923076923077
1990,grupphem,0,26,29,0.666923076923077
1966,immigrationen,0,26,29,0.666923076923077
1997,invandrarfamiljer,0,26,29,0.666923076923077
1983,invandrat,0,26,29,0.666923076923077
2003,medborgarskapet,0,26,29,0.666923076923077
1983,båtflyktingar,0,28,32,0.666904761904762
1964,förpassas,0,28,32,0.666904761904762
2000,gränspolisen,0,28,32,0.666904761904762
2001,göran_lindblad,0,28,32,0.666904761904762
1948,immigranterna,0,28,32,0.666904761904762
1992,maj_lis_lööw,0,28,32,0.666904761904762
1971,nyanlända,0,28,32,0.666904761904762
1977,desertörerna,0,30,35,0.666888888888889
2019,förvaret,0,30,35,0.666888888888889
1981,inresevisum,0,30,35,0.666888888888889
1951,nyanlända,0,30,35,0.666888888888889
1970,immigrant,0,32,38,0.666875
1980,svenskundervisning,0,32,38,0.666875
1985,transitvisum,0,32,38,0.666875
1968,zigenarfamilj,0,32,38,0.666875
2003,förpassas,0,34,41,0.666862745098039
1966,gränspolisen,0,34,41,0.666862745098039
1992,karin_andersson,0,34,41,0.666862745098039
1992,medborgarskapet,0,34,41,0.666862745098039
2018,medborgarskapet,0,34,41,0.666862745098039
1972,nyanlända,0,36,44,0.666851851851852
1995,rune_backlund,0,36,44,0.666851851851852
1965,uppehålls,0,36,44,0.666851851851852
1992,flyktingström,0,38,47,0.666842105263158
1994,gästarbetare,0,38,47,0.666842105263158
1965,inresetillstånd,0,38,47,0.666842105263158
1970,rasistisk,0,38,47,0.666842105263158
1984,diskrimineringen,0,40,50,0.666833333333333
1980,diskrimineringen,0,44,56,0.666818181818182
1966,inresetillstånd,0,44,56,0.666818181818182
1959,karin_andersson,0,44,56,0.666818181818182
2007,utvisningen,0,44,56,0.666818181818182
1975,diskrimineringen,0,48,62,0.666805555555556
1993,diskrimineringen,0,48,62,0.666805555555556
2019,medborgarskapet,0,50,65,0.6668
1970,sabas,0,54,71,0.66679012345679
1969,inresetillstånd,0,56,74,0.666785714285714
2016,utlandsfödda,0,56,74,0.666785714285714
1971,fristad,0,102,143,0.666732026143791
1998,förföljelse,0,130,185,0.666717948717949
2000,fristad,0,134,191,0.666716417910448
1971,förföljelse,0,165,238,0.665362903225806
2014,förföljelse,0,129,184,0.665
2006,nyamko_sabuni,0,127,181,0.664973821989529
1982,fristad,0,123,175,0.664918918918919
1994,förföljelse,0,117,166,0.664829545454546
2010,förföljelse,0,99,139,0.664496644295302
2011,hudfärg,0,65,88,0.663367346938776
1981,gästarbetare,0,59,79,0.663033707865169
1967,inresetillstånd,0,59,79,0.663033707865169
2018,förföljelse,0,118,168,0.662977528089888
1947,inresetillstånd,0,114,162,0.662848837209302
1978,förföljelse,0,210,307,0.662492113564669
1997,fristad,0,102,144,0.662402597402597
2002,integrationen,0,194,283,0.662150170648464
1972,fristad,0,135,194,0.661813725490196
1963,inresetillstånd,0,43,55,0.661692307692308
1984,inresetillstånd,0,43,55,0.661692307692308
1986,inresevisum,0,43,55,0.661692307692308
1977,svartskallar,0,43,55,0.661692307692308
1988,fnflyktingkommissariat,0,41,52,0.661451612903226
1971,rasistisk,0,41,52,0.661451612903226
1981,utvandring,0,41,52,0.661451612903226
2012,nyamko_sabuni,0,125,179,0.661428571428572
1952,statslös,0,39,49,0.661186440677966
2018,etnisk,0,117,167,0.661073446327684
1958,flyktingbarnen,0,37,46,0.660892857142857
1987,gästarbetare,0,37,46,0.660892857142857
2004,svartskallar,0,37,46,0.660892857142857
2002,tamas,0,37,46,0.660892857142857
1985,antirasistiska,0,35,43,0.660566037735849
2016,invandrartäta,0,35,43,0.660566037735849
2018,återvändande,0,107,152,0.660555555555556
2004,invandrartäta,0,70,96,0.660471698113208
1967,apatiska,0,33,40,0.6602
2007,flyktingfrågan,0,33,40,0.6602
1996,karin_andersson,0,33,40,0.6602
1998,apatiska,0,31,37,0.659787234042553
1980,eva_winther,0,31,37,0.659787234042553
1994,etnisk,0,151,219,0.65943231441048
2016,arash,0,29,34,0.659318181818182
1967,nyanlända,0,29,34,0.659318181818182
1962,uppehålls,0,29,34,0.659318181818182
2005,förföljelse,0,114,163,0.659017341040463
1985,utvisning,0,226,333,0.658921282798834
1988,utvisning,0,226,333,0.658921282798834
2005,ascher,0,27,31,0.658780487804878
2016,boendeplatser,0,27,31,0.658780487804878
1986,flyktingproblem,0,27,31,0.658780487804878
2015,flyktingsmugglarna,0,27,31,0.658780487804878
1945,förläggningschefen,0,27,31,0.658780487804878
1980,gränspolisen,0,27,31,0.658780487804878
1998,medborgarskapet,0,27,31,0.658780487804878
2004,statslös,0,27,31,0.658780487804878
1987,visumbestämmelserna,0,27,31,0.658780487804878
1953,inresetillstånd,0,54,72,0.658658536585366
1981,fristad,0,108,154,0.65859756097561
1980,medborgarskap,0,162,236,0.658577235772358
1982,hudfärg,0,52,69,0.658354430379747
2013,erik_ullenhag,0,181,265,0.658218181818182
1986,utvisning,0,206,303,0.658178913738019
1991,apatiska,0,25,28,0.658157894736842
1952,flyktingbarn,0,25,28,0.658157894736842
1996,flyktingminister,0,25,28,0.658157894736842
2002,fnflyktingkommissariat,0,25,28,0.658157894736842
1958,invandrade,0,25,28,0.658157894736842
1975,invandrarbyrån,0,25,28,0.658157894736842
2006,svenskundervisning,0,25,28,0.658157894736842
1951,diskriminering,0,50,66,0.658026315789474
1979,diskrimineringen,0,48,63,0.657671232876712
1994,båtflyktingarna,0,23,25,0.657428571428572
1993,flyktingproblem,0,23,25,0.657428571428572
1951,flyktingproblemet,0,23,25,0.657428571428572
1945,flyktingspolitik,0,23,25,0.657428571428572
1994,fnflyktingkommissarie,0,23,25,0.657428571428572
2002,immigration,0,23,25,0.657428571428572
1959,invandrade,0,23,25,0.657428571428572
1985,invandrarhat,0,23,25,0.657428571428572
2000,lena_häll_eriksson,0,23,25,0.657428571428572
1997,sepideh,0,23,25,0.657428571428572
2018,signalpolitik,0,23,25,0.657428571428572
1998,svenskundervisning,0,23,25,0.657428571428572
1961,utlänningspolitiken,0,23,25,0.657428571428572
1988,visumfrågan,0,23,25,0.657428571428572
1982,förföljelse,0,165,241,0.657410358565737
2004,integration,0,236,349,0.657409470752089
1971,desertörer,0,138,200,0.657190476190476
2000,avvisas,0,134,194,0.656911764705882
1960,inresetillstånd,0,44,57,0.656865671641791
1983,utvandring,0,44,57,0.656865671641791
1997,förföljelse,0,132,191,0.656766169154229
1968,adc,0,21,22,0.6565625
2000,antirasist,0,21,22,0.6565625
2013,antiziganismen,0,21,22,0.6565625
1949,apatiska,0,21,22,0.6565625
1968,avvisning,0,21,22,0.6565625
1993,ernstedt,0,21,22,0.6565625
2016,flyk,0,21,22,0.6565625
2013,flyktingbarnen,0,21,22,0.6565625
2017,flyktingsmugglare,0,21,22,0.6565625
2011,flyktingströmmarna,0,21,22,0.6565625
1993,främlingshatet,0,21,22,0.6565625
1961,immigranterna,0,21,22,0.6565625
1998,immigration,0,21,22,0.6565625
1969,invandrar,0,21,22,0.6565625
1972,invandrares,0,21,22,0.6565625
2012,invandrarfientliga,0,21,22,0.6565625
1981,invandrat,0,21,22,0.6565625
1995,invandrat,0,21,22,0.6565625
2004,invandrat,0,21,22,0.6565625
2018,migrant,0,21,22,0.6565625
1992,migration,0,21,22,0.6565625
1996,migration,0,21,22,0.6565625
2018,migrationens,0,21,22,0.6565625
2015,mottagningscenter,0,21,22,0.6565625
2010,svensk_bakgrund,0,21,22,0.6565625
1974,utlänningspolisen,0,21,22,0.6565625
1994,utvisningsbeslut,0,21,22,0.6565625
1991,visumtvånget,0,21,22,0.6565625
1984,zigenska,0,21,22,0.6565625
2007,förföljelse,0,99,141,0.655695364238411
2007,utlandsfödda,0,59,80,0.655666666666667
1964,agata,0,19,19,0.65551724137931
2009,anhöriginvandring,0,19,19,0.65551724137931
2013,anhöriginvandringen,0,19,19,0.65551724137931
1978,assyriern,0,19,19,0.65551724137931
1947,asyl,0,19,19,0.65551724137931
1983,asylansökan,0,19,19,0.65551724137931
2012,asylansökningar,0,19,19,0.65551724137931
2013,asylboende,0,19,19,0.65551724137931
1996,asylland,0,19,19,0.65551724137931
1997,asylpolitik,0,19,19,0.65551724137931
2000,asylpolitiken,0,19,19,0.65551724137931
2001,asylpolitiken,0,19,19,0.65551724137931
2009,asylpolitiken,0,19,19,0.65551724137931
2007,asylprocessen,0,19,19,0.65551724137931
2011,asylprocessen,0,19,19,0.65551724137931
2004,asylprövning,0,19,19,0.65551724137931
1994,asylprövningen,0,19,19,0.65551724137931
2015,asylprövningen,0,19,19,0.65551724137931
2011,asylskäl,0,19,19,0.65551724137931
2016,asylsystemet,0,19,19,0.65551724137931
1979,asylsökande,0,19,19,0.65551724137931
1986,asylsökandes,0,19,19,0.65551724137931
1979,avvisning,0,19,19,0.65551724137931
2006,avvisningar,0,19,19,0.65551724137931
1996,avvisningarna,0,19,19,0.65551724137931
1977,avvisningen,0,19,19,0.65551724137931
1979,avvisningen,0,19,19,0.65551724137931
1986,avvisningen,0,19,19,0.65551724137931
1985,awisningen,0,19,19,0.65551724137931
1953,baha,0,19,19,0.65551724137931
1971,caldaras,0,19,19,0.65551724137931
1980,christina_rogestam,0,19,19,0.65551724137931
1970,dowdell,0,19,19,0.65551724137931
2001,familjeåterförening,0,19,19,0.65551724137931
2011,familjeåterförening,0,19,19,0.65551724137931
1964,flyktingbarn,0,19,19,0.65551724137931
2001,flyktingens,0,19,19,0.65551724137931
1990,flyktingfamiljer,0,19,19,0.65551724137931
1989,flyktingfientliga,0,19,19,0.65551724137931
2000,flyktingfrågan,0,19,19,0.65551724137931
1990,flyktingfrågorna,0,19,19,0.65551724137931
1992,flyktingfrågorna,0,19,19,0.65551724137931
1945,flyktingförläggning,0,19,19,0.65551724137931
1987,flyktingförläggningarna,0,19,19,0.65551724137931
2014,flyktinginvandringen,0,19,19,0.65551724137931
2018,flyktinginvandringen,0,19,19,0.65551724137931
2010,flyktingmottagande,0,19,19,0.65551724137931
2006,flyktingmottagandet,0,19,19,0.65551724137931
1998,flyktingmottagning,0,19,19,0.65551724137931
1982,flyktingpolitiken,0,19,19,0.65551724137931
1980,flyktingskap,0,19,19,0.65551724137931
2004,flyktingskäl,0,19,19,0.65551724137931
1986,flyktingstatus,0,19,19,0.65551724137931
2013,flyktingstatus,0,19,19,0.65551724137931
2003,flyktingströmmarna,0,19,19,0.65551724137931
1985,flyktingtrafiken,0,19,19,0.65551724137931
1945,flyktingärenden,0,19,19,0.65551724137931
1994,flyktingärenden,0,19,19,0.65551724137931
2000,fnflyktingkommissarie,0,19,19,0.65551724137931
1994,fnflyktingkonvention,0,19,19,0.65551724137931
2002,fnflyktingorgan,0,19,19,0.65551724137931
1991,främlingsfientlig,0,19,19,0.65551724137931
1949,förpassning,0,19,19,0.65551724137931
2018,gränspolisens,0,19,19,0.65551724137931
2000,immigration,0,19,19,0.65551724137931
2005,integrationsministern,0,19,19,0.65551724137931
2019,integrationspolitiken,0,19,19,0.65551724137931
1945,invandra,0,19,19,0.65551724137931
1977,invandra,0,19,19,0.65551724137931
2019,invandrade,0,19,19,0.65551724137931
2012,invandrar,0,19,19,0.65551724137931
2011,invandraren,0,19,19,0.65551724137931
1976,invandrares,0,19,19,0.65551724137931
2015,invandrares,0,19,19,0.65551724137931
1987,invandrarfientlig,0,19,19,0.65551724137931
2008,invandrarfientliga,0,19,19,0.65551724137931
1996,invandrarfientlighet,0,19,19,0.65551724137931
2007,invandrargrupper,0,19,19,0.65551724137931
2014,invandrargrupper,0,19,19,0.65551724137931
1999,invandrarminister,0,19,19,0.65551724137931
1984,invandrarorganisationerna,0,19,19,0.65551724137931
1975,invandrarpolitik,0,19,19,0.65551724137931
1985,invandrarpolitik,0,19,19,0.65551724137931
2001,invandrarpolitik,0,19,19,0.65551724137931
1983,invandrarpolitiken,0,19,19,0.65551724137931
1982,invandrarpolitiska,0,19,19,0.65551724137931
1973,invandrarutredningen,0,19,19,0.65551724137931
2013,invandrings,0,19,19,0.65551724137931
1972,invandringspolitik,0,19,19,0.65551724137931
1981,invandringspolitiken,0,19,19,0.65551724137931
2003,kamali,0,19,19,0.65551724137931
2007,kamali,0,19,19,0.65551724137931
2018,krigsflyktingar,0,19,19,0.65551724137931
2002,massinvandring,0,19,19,0.65551724137931
2016,migrationens,0,19,19,0.65551724137931
2002,migrations,0,19,19,0.65551724137931
2008,migrationspolitik,0,19,19,0.65551724137931
2016,mottagningssystem,0,19,19,0.65551724137931
1983,rasist,0,19,19,0.65551724137931
1990,rogestam,0,19,19,0.65551724137931
1993,rogestam,0,19,19,0.65551724137931
1999,romernas,0,19,19,0.65551724137931
2003,romernas,0,19,19,0.65551724137931
2000,skyddsbehövande,0,19,19,0.65551724137931
2008,skyddsbehövande,0,19,19,0.65551724137931
1996,statens_invandrarverk,0,19,19,0.65551724137931
1953,statslösa,0,19,19,0.65551724137931
1977,statslösa,0,19,19,0.65551724137931
1981,statslösa,0,19,19,0.65551724137931
1992,statslösa,0,19,19,0.65551724137931
1993,statslösa,0,19,19,0.65551724137931
2002,svensk_bakgrund,0,19,19,0.65551724137931
2008,syrianer,0,19,19,0.65551724137931
2013,syrianer,0,19,19,0.65551724137931
2016,taikons,0,19,19,0.65551724137931
1970,turistvisum,0,19,19,0.65551724137931
1983,turistvisum,0,19,19,0.65551724137931
2004,turistvisum,0,19,19,0.65551724137931
2018,uppehållstillstånden,0,19,19,0.65551724137931
2002,ursprungsländer,0,19,19,0.65551724137931
1991,utvisningshotade,0,19,19,0.65551724137931
1994,utvisningshotade,0,19,19,0.65551724137931
1992,viseringsfrihet,0,19,19,0.65551724137931
1955,zigenaren,0,19,19,0.65551724137931
1982,zigenaren,0,19,19,0.65551724137931
1983,zigenarna,0,19,19,0.65551724137931
1945,zigenarnas,0,19,19,0.65551724137931
1949,zigenarnas,0,19,19,0.65551724137931
1980,zigensk,0,19,19,0.65551724137931
2015,åldersbedömningar,0,19,19,0.65551724137931
1967,återvändandet,0,19,19,0.65551724137931
2013,återvändandet,0,19,19,0.65551724137931
1970,medborgarskap,0,175,257,0.655468164794008
1984,viseringar,0,38,48,0.655344827586207
1983,gästarbetare,0,57,77,0.655287356321839
1988,apatiska,0,36,45,0.654727272727273
1977,inresetillstånd,0,36,45,0.654727272727273
1986,utvandring,0,36,45,0.654727272727273
1993,människosmuggling,0,53,71,0.654444444444444
1990,invandrad,0,34,42,0.654038461538462
1978,förpassa,0,51,68,0.653974358974359
2010,utvisningen,0,51,68,0.653974358974359
2013,förföljda,0,68,94,0.653942307692308
2003,integration,0,255,380,0.653871794871795
1976,rasistiska,0,100,143,0.653660130718954
1974,inresetillstånd,0,49,65,0.653466666666667
2006,lööw,0,49,65,0.653466666666667
1985,gästarbetare,0,115,166,0.653465909090909
1987,båtflyktingar,0,32,39,0.653265306122449
1987,rasismens,0,32,39,0.653265306122449
1961,visering,0,32,39,0.653265306122449
1998,fristad,0,111,160,0.653
1998,hudfärg,0,111,160,0.653
1979,båtflyktingarna,0,214,318,0.652469512195122
1982,björn_weibo,0,30,36,0.652391304347826
1979,flyktingbåtar,0,30,36,0.652391304347826
1973,gränspolisen,0,30,36,0.652391304347826
1989,medborgarskapet,0,30,36,0.652391304347826
1985,viseringar,0,30,36,0.652391304347826
2007,integrations,0,45,59,0.65231884057971
1998,invandrartäta,0,73,102,0.651875
1992,förvar,0,142,208,0.651422018348624
2010,förpassas,0,28,33,0.651395348837209
2018,förpassas,0,28,33,0.651395348837209
1979,gränspolisen,0,28,33,0.651395348837209
1966,inresan,0,28,33,0.651395348837209
1947,sommarin,0,28,33,0.651395348837209
1969,statslös,0,28,33,0.651395348837209
1998,svartskallar,0,28,33,0.651395348837209
2015,människosmuggling,0,69,96,0.651037735849057
1945,apatiska,0,54,73,0.650722891566265
1963,utvisas,0,54,73,0.650722891566265
2000,carlslund,0,26,30,0.65025
1969,nyanlända,0,26,30,0.65025
2000,rasismens,0,26,30,0.65025
2008,sepideh,0,26,30,0.65025
2001,utlandsfödda,0,26,30,0.65025
1985,diskrimineringen,0,39,50,0.650166666666667
1996,maj_lis_lööw,0,39,50,0.650166666666667
1992,människosmuggling,0,39,50,0.650166666666667
1984,lööw,0,52,70,0.650125
1969,folkgrupp,0,65,90,0.6501
1980,utvisningen,0,78,110,0.650083333333333
1997,leif_blomberg,0,169,250,0.650038461538462
1958,fristad,0,102,147,0.649745222929936
1948,inresetillstånd,0,76,107,0.64965811965812
1999,demir,0,50,67,0.64948051948052
1989,gränspolisen,0,50,67,0.64948051948052
2015,utlandsfödda,0,50,67,0.64948051948052
2015,förläggningen,0,37,47,0.649298245614035
1985,inresetillstånd,0,37,47,0.649298245614035
1993,svartskallar,0,37,47,0.649298245614035
1955,utvisas,0,37,47,0.649298245614035
2014,antirasist,0,24,27,0.648918918918919
1956,demetri,0,24,27,0.648918918918919
1945,diskriminering,0,24,27,0.648918918918919
1985,flyktingkommissariatet,0,24,27,0.648918918918919
1993,gränspolisen,0,24,27,0.648918918918919
1973,invand,0,24,27,0.648918918918919
1989,struwe,0,24,27,0.648918918918919
2005,svartskallar,0,24,27,0.648918918918919
2010,tamas,0,24,27,0.648918918918919
1948,visering,0,24,27,0.648918918918919
2002,avvisas,0,177,263,0.648388278388278
1945,flyktingsläger,0,70,98,0.648240740740741
1999,unhcr,0,304,459,0.648208955223881
2009,diskrimineringen,0,46,61,0.648028169014085
1968,utvisningen,0,103,149,0.647861635220126
2017,avvisas,0,57,78,0.647840909090909
1987,utvisning,0,206,308,0.647830188679245
2013,fristad,0,125,183,0.647720207253886
2004,etnicitet,0,68,95,0.647714285714286
1988,förvar,0,158,234,0.647581967213115
2016,människosmuggling,0,90,129,0.647553956834532
2012,förföljelse,0,101,146,0.6475
1996,etniciteten,0,22,24,0.647352941176471
1993,flyktingfrågorna,0,22,24,0.647352941176471
1949,flyktingsfrågan,0,22,24,0.647352941176471
1953,förpassas,0,22,24,0.647352941176471
2017,gränspolisens,0,22,24,0.647352941176471
1996,immigration,0,22,24,0.647352941176471
1999,integrationsfrågorna,0,22,24,0.647352941176471
2014,invandrarfientliga,0,22,24,0.647352941176471
1972,invandrat,0,22,24,0.647352941176471
1994,invandrat,0,22,24,0.647352941176471
2009,migrations,0,22,24,0.647352941176471
2003,pita,0,22,24,0.647352941176471
1980,rasistiskt,0,22,24,0.647352941176471
1989,resehandlingar,0,22,24,0.647352941176471
2017,statslös,0,22,24,0.647352941176471
1991,svenskundervisning,0,22,24,0.647352941176471
1953,utvandring,0,22,24,0.647352941176471
1966,utvandring,0,22,24,0.647352941176471
1993,utvandringen,0,22,24,0.647352941176471
1971,zigenaren,0,22,24,0.647352941176471
2011,apatiska,0,33,41,0.647254901960784
1976,gästarbetarna,0,33,41,0.647254901960784
1991,ogata,0,33,41,0.647254901960784
2014,utanförskapsområden,0,33,41,0.647254901960784
1971,flyktingproblemet,0,44,58,0.647205882352941
1968,diskrimineringen,0,75,106,0.646637931034483
1967,utvisningen,0,95,137,0.646326530612245
1945,asylrättens,0,42,55,0.646307692307692
1967,flyktingfrågan,0,42,55,0.646307692307692
1973,utvisningen,0,84,120,0.646230769230769
2012,integration,0,199,298,0.646136363636364
2001,förläggningen,0,73,103,0.646106194690266
2009,antirasistiska,0,31,38,0.646041666666667
1987,förläggningarna,0,31,38,0.646041666666667
1987,gränspolisen,0,31,38,0.646041666666667
1988,gränspolisen,0,31,38,0.646041666666667
1978,inresetillstånd,0,31,38,0.646041666666667
2015,medborgarskapet,0,31,38,0.646041666666667
1982,medborgarskap,0,177,264,0.646021897810219
1965,utvisningen,0,51,69,0.645696202531646
2016,antirasismen,0,20,21,0.645483870967742
1991,desertörerna,0,20,21,0.645483870967742
2003,dublinkonventionen,0,20,21,0.645483870967742
2002,edip,0,20,21,0.645483870967742
1990,flyktingfientlighet,0,20,21,0.645483870967742
1946,flyktingfrågan,0,20,21,0.645483870967742
2010,flyktingmottagning,0,20,21,0.645483870967742
1996,flyktingskäl,0,20,21,0.645483870967742
2001,flyktingströmmarna,0,20,21,0.645483870967742
2008,frontex,0,20,21,0.645483870967742
1976,förpassningen,0,20,21,0.645483870967742
1956,immigration,0,20,21,0.645483870967742
1997,immigration,0,20,21,0.645483870967742
1969,invandra,0,20,21,0.645483870967742
1989,invandra,0,20,21,0.645483870967742
2013,invandrad,0,20,21,0.645483870967742
2015,invandrar,0,20,21,0.645483870967742
2017,invandrar,0,20,21,0.645483870967742
1992,invandrarfientligheten,0,20,21,0.645483870967742
1989,invandrargrupperna,0,20,21,0.645483870967742
1986,invandrat,0,20,21,0.645483870967742
1992,invandrat,0,20,21,0.645483870967742
2003,juan_fonseca,0,20,21,0.645483870967742
1990,konventionsflyktingar,0,20,21,0.645483870967742
1988,medborgarskapet,0,20,21,0.645483870967742
1999,migration,0,20,21,0.645483870967742
2013,migrations,0,20,21,0.645483870967742
2006,människosmugglarna,0,20,21,0.645483870967742
2014,nyanländas,0,20,21,0.645483870967742
1968,rasister,0,20,21,0.645483870967742
1988,struwe,0,20,21,0.645483870967742
2007,svensk_bakgrund,0,20,21,0.645483870967742
2008,svenskundervisning,0,20,21,0.645483870967742
1981,tingar,0,20,21,0.645483870967742
2006,turistvisum,0,20,21,0.645483870967742
1973,utlänningspolisen,0,20,21,0.645483870967742
1982,utvisningsbeslut,0,20,21,0.645483870967742
1967,utvisningsbeslutet,0,20,21,0.645483870967742
1977,utvisningsärenden,0,20,21,0.645483870967742
1953,medborgarskap,0,151,224,0.64534188034188
1989,gästarbetare,0,40,52,0.645322580645161
2018,rmv,0,169,252,0.645076335877863
1994,birgit_friggebo,0,365,556,0.644893992932862
1972,desertörerna,0,29,35,0.644666666666667
2007,flyktingarnas,0,29,35,0.644666666666667
1972,inresevisum,0,29,35,0.644666666666667
2015,tobias_billström,0,29,35,0.644666666666667
1991,förläggningarna,0,58,80,0.644555555555556
1986,gästarbetare,0,58,80,0.644555555555556
1979,fristad,0,174,260,0.644481481481481
1990,förvar,0,125,184,0.644381443298969
1975,gästarbetarna,0,38,49,0.644237288135593
1979,inresetillstånd,0,38,49,0.644237288135593
2001,schengenområdet,0,38,49,0.644237288135593
1984,utvisningen,0,74,105,0.643565217391304
1980,aslan,0,139,206,0.643564814814815
1970,fristad,0,119,175,0.643297297297297
1984,agata,0,18,18,0.643214285714286
1985,agata,0,18,18,0.643214285714286
2011,anhöriginvandringen,0,18,18,0.643214285714286
2004,arbetskraftsinvandrare,0,18,18,0.643214285714286
2005,arbetskraftsinvandrare,0,18,18,0.643214285714286
2008,arbetskraftsinvandringen,0,18,18,0.643214285714286
1993,assyrier,0,18,18,0.643214285714286
1975,assyrierna,0,18,18,0.643214285714286
1987,asylkommitten,0,18,18,0.643214285714286
1988,asylkommitten,0,18,18,0.643214285714286
1993,asyllagen,0,18,18,0.643214285714286
1983,asylland,0,18,18,0.643214285714286
1990,asylpolitiken,0,18,18,0.643214285714286
